,Name,Link,Location,Number,Email,Website,Description
2563,speedchecker-ltd,https://www.mwcbarcelona.com/exhibitor/speedchecker-ltd/,Hall Upper Walkway Stand 1UP,,janusz@speedchecker.xyz,http://www.speedchecker.xyz,"SpeedChecker empowers telecoms, governments and researchers in making their Internet infrastructure better and more available for everyone. We process Billions of data points in more than 170 countries on QoE and QoS. We collect real-world end-user experience through our passive and active measurement technology, combined with unique regional and global partnerships with apps, plus our unparalleled crowdsourced big data."
2564,speednet-ltd,https://www.mwcbarcelona.com/exhibitor/speednet-ltd/,Hall 6 Stand 6H10,,,,
2565,spiral-inc,https://www.mwcbarcelona.com/exhibitor/spiral-inc/,Hall M8,,,,"Spiral is a game changer in providing autonomous drone solutions for indoor environments, most notably during non-GPS situations. Currently, most drones on the market utilize SLAM (Simultaneously Localization and Mapping) for position control, a complex technology unsuitable for an indoor environment. At Spiral, we use QR codes to simplify the drone mapping and flight plan system. Spiral’s solution to autonomous drone flight provides a user-friendly experience for drone operators around the world while cutting costs by up to 60% compared to traditional SLAM solutions. Through simplicity, Spiral opens the door to total indoor drone integration."
2566,spirent-communications-international,https://www.mwcbarcelona.com/exhibitor/spirent-communications-international/,Hall 6 Stand 6I30,,,http://www.spirent.com,"Spirent Communications offers test, measurement, analytics, and assurance solutions for next-generation devices and networks. The company provides products, services and information for high-speed Ethernet, positioning and mobile network infrastructure markets, with expanding focus on service assurance, cybersecurity and 5G."
2567,spitche,https://www.mwcbarcelona.com/exhibitor/spitche/,Hall M8,,kevin@spitche.com,,Spitche is a marketing platform rewarding customers when they promote your brand on social media.
2568,spotlightpos,https://www.mwcbarcelona.com/exhibitor/spotlightpos/,Hall 8,,,http://www.spotlightpos.com,"SpotlightPOS is a SaaS company, globally introducing a next generation end-to-end comprehensive cloud management ERP platform, specialised to offer operational & performance efficiency to the hospitality/entertainment industry businesses. Offering a wireless online & offline ordering service; Integrated Credit Card processing; Real time Sales, Warehouse & Inventory analytics; Profit and Loss analysis; Loyalty services; Room Charge Services; Handsfree Payments and Ticketing services;"
2569,sprint,https://www.mwcbarcelona.com/exhibitor/sprint/,Hall 2 Stand 2L4Ex,,david.tovar@sprint.com,,"Sprint is a communications services company that creates more and better ways to connect its customers to the things they care about most. Sprint serves 54.5 million connections and is widely recognized for developing, engineering and deploying innovative technologies, including the first wireless 4G service from a national carrier in the United States. Today, Sprint’s legacy of innovation and service continues with an increased investment to dramatically improve coverage, reliability and speed across its nationwide network and commitment to launching the first 5G smartphone in the U.S. Learn more and find us on social media at twitter.com/sprint and facebook.com/sprint."
2570,sprite-limited,https://www.mwcbarcelona.com/exhibitor/sprite-limited/,Hall 6 Stand 6H58,,michelle@sprite-ele.com,http://www.spritegroup.com,"SPRITE  GROUP LIMITED, established in 2004, is a professional outdoor sports camera& earphones manufacturer and exporter with more than 12 years experiences in China. After years of endeavoring, SPRITE grows sturdy and stable. And till the end of year 2015, SPRITE GROUP LIMITED has become a company group with"
2571,sprocomm-technologies-co-ltd,https://www.mwcbarcelona.com/exhibitor/sprocomm-technologies-co-ltd/,Hall 6 Stand 6K50,,,http://www.sprocomm.com,"Sprocomm was established in Sep of 2009. We provide mobile phone, IOT/ Smart device, AI and cloud solution to customers.We have 3 factoris, and around 2000 staffs, over 400 R&D people. Our core capability are:"
2572,squadata,https://www.mwcbarcelona.com/exhibitor/squadata/,Hall M8,,ppelissier@squadata.net,,Activate your data. Optimise your campaigns. 
2573,ssimwave-inc,https://www.mwcbarcelona.com/exhibitor/ssimwave-inc/,Hall 7 Stand 7J51,,brent.ross@ssimwave.com,,"Streaming superior video quality over the internet is hard. Hard for on-demand titles and even harder for low latency live. SSIMWAVE helps telcos, cable providers, and OTT streamers solve a difficult problem – consistently streaming superior live and video-on-demand content over large-scale video distribution networks to any device."
2574,stageinhome,https://www.mwcbarcelona.com/exhibitor/stageinhome/,Hall M8,,eoriol@naradarobotics.com,,"StageInHome allows customers to transform empty spaces into vibrant, eye-catching places: Dress your house with carefully designed furniture with our Augmented Reality app."
2575,stalkit-as,https://www.mwcbarcelona.com/exhibitor/stalkit-as/,Hall 7 Stand 7J61,,,http://www.stalkit.no,"StalkIT is a simple to use tracking service, with a tracking device, an app to use on your smartphone, and a portal to see your active devices in a map. We also offer an open API so you can integrate with your existing systems."
2576,star-solutions,https://www.mwcbarcelona.com/exhibitor/star-solutions/,Hall 7 Stand 7J38,,,,
2577,starchium,https://www.mwcbarcelona.com/exhibitor/starchium/,Hall M8,,arcwan@starcihum.com,,"We have developed a solution that allows consumers and contractors to make fair transactions by automating the creation of quotes with the big data in the interior distribution and construction markets. Existing contractors were unable to resolve their suspicions because they made estimates using different standards and manuals. Also, consumers could not trust such quotes because they lacked expertise."
2578,starise-inc,https://www.mwcbarcelona.com/exhibitor/starise-inc/,Hall 6 Stand 6L61,,cynthia@auroraexpo.com,http://www.starise.info,"Starise is a virtual carrier with enterprise social media network. It is a carrier-class secure communication platform with comprehensive communication solutions. Starise reinvented the way on conferencing and collaborating with easiness and intuitiveness; transformed the means on business communications and mobility applications with efficiency and cost effectiveness; redefined the vendor-customers, service provider-clients relationships by providing needed secure information to each other proactively. All in a sharing economy model with innovative Internet, AI, Big Data, 3rd party payment technologies."
2579,start-innovations,https://www.mwcbarcelona.com/exhibitor/start-innovations/,Hall 7 Stand 7J20,,info@startinns.com,,"Founded in 2006, START Innovations today is a leading developer of best-in-class 5G-focused automation solutions for network planning, deployment, monitoring and optimisation. From the investment planning, all the way through deployment, integration to optimisation stages of network lifecycle, START Innovation’s unique global experience with mobile network operators, infrastructure vendors, IoT and tower companies increases leadership and agility through automation solutions. Tailored to fit to any scale of the operations – from local to group-wide, START Innovations offering is fully committed to increasing efficiency of business processes through machine-learning-based innovative automation of the future."
2580,startup-delegation-from-asturias,https://www.mwcbarcelona.com/exhibitor/startup-delegation-from-asturias/,Hall M8,,rparrondo@ceei.es,,Participating startups from Asturias:
2581,startup-guide-2,https://www.mwcbarcelona.com/exhibitor/startup-guide-2/,Hall M8,,logan@startupguide.com,,"Startup Guide is a publishing and media company that produces guidebooks and online content to help entrepreneurs navigate and connect with different startup scenes across the world. As the world of work changes, its mission is to guide, empower and inspire people to start their own business anywhere."
2582,startup-league,https://www.mwcbarcelona.com/exhibitor/startup-league/,Hall M8,,support@startupleague.online,,Looking to exhibit your startup at tech conferences? We got you covered.  
2583,startupxplore,https://www.mwcbarcelona.com/exhibitor/startupxplore/,Hall M8,,javier@startupxplore.com,,"Startupxplore is a premium equity crowdfunding platform that operates as a Digital VC. We launch highly curated investment opportunities in top startups to a +14K investors community distributed across Europe. We coinvest in each and every deal with lead investor with a proven track record, and we also invest our own money."
2584,starwing-technology-co,https://www.mwcbarcelona.com/exhibitor/starwing-technology-co/,Hall M8,,,http://www.starwing.com.tw,"STARWING, the leading indoor positioning system provider from Taiwan, specializes in super-accurate 「Centimeter-Level」 positioning technology as well as A.I. computing and analysis capability. STARWING’s main product, SiPS (STARWING intelligent indoor positioning system), offers the total solution from hardware to user interface and management system. Most of our customers are high-tech manufacturers, Warehouse Logistics, medical centers, large-scale shopping malls. STARWING has formed several strong partnerships with China, Japan, and Singapore’s local IT providers. Within past 1 year, STARWING’s product has won many international technology awards. Now STARWING is seen as a key contributor of developing smart city and industry 4.0."
